,review,is_bad_review,review_clean,neg,neu,pos,compound,nb_chars,nb_words,word_also,word_amaze,word_amsterdam,word_area,word_around,word_arrive,word_ask,word_bar,word_bathroom,word_beautiful,word_bed,word_big,word_book,word_breakfast,word_building,word_centre,word_check,word_city,word_clean,word_coffee,word_come,word_comfortable,word_construction,word_could,word_day,word_design,word_door,word_even,word_floor,word_food,word_friendly,word_get,word_go,word_good,word_great,word_helpful,word_hotel,word_like,word_little,word_location,word_lot,word_lovely,word_make,word_nice,word_night,word_noise,word_old,word_one,word_park,word_pay,word_place,word_really,word_renovation,word_restaurant,word_room,word_shower,word_sleep,word_spacious,word_staff,word_stay,word_take,word_time,word_tram,word_use,word_view,word_walk,word_well,word_window,word_work,word_would
10, Nothing all great  Rooms were stunningly decorated and really spacious in the top of the building Pictures are of room 300 The true beauty of the building has been kept but modernised brilliantly Also the bath was lovely and big and inviting Great more for couples Restaurant menu was a bit pricey but there were loads of little eatery places nearby within walking distance and the tram stop into the centre was about a 6 minute walk away and only about 3 or 4 stops from the centre of Amsterdam Would recommend this hotel to anyone it s unbelievably well priced too ,0,nothing great room stunningly decorate really spacious top building picture room true beauty building keep modernise brilliantly also bath lovely big inviting great couple restaurant menu bit pricey load little eatery place nearby within walk distance tram stop centre minute walk away stops centre amsterdam would recommend hotel anyone unbelievably well price,0.14,0.54,0.32,0.9229,361,52,0.18150027027243598,0.0,0.2143049884522783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20850900877211548,0.0,0.0,0.3362664900438349,0.4286099769045566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308983063545513,0.0,0.10130154051122964,0.0,0.2031772243173502,0.0,0.0,0.16813324502191745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031772243173502,0.17448202244126998,0.0,0.1497315254662782,0.17111054288133573,0.0,0.0,0.2143049884522783,0.0,0.0,0.0,0.0,0.1982407629533123,0.0,0.0,0.36300054054487196,0.18934600384143413,0.0,0.0,0.1712320244536328
11, 6 30 AM started big noise workers loading wood down the windows Stupid room numbering system it took 20 Minutes with a night guard finally to find our rooms The check in staff pointed us in the wrong direction No late dinner bar closes at 1 am Ugly view on trash lorry from windows No information about the computerized telephone Huge price difference between booking Com price 166 euros and hotel price 260  Style location rooms,0,start big noise worker load wood window stupid room numbering system take minute night guard finally find room check staff point wrong direction late dinner bar close ugly view trash lorry windows information computerize telephone huge price difference book com price euro hotel price style location room,0.178,0.78,0.042,-0.8176,304,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2876657114839672,0.0,0.0,0.0,0.29521464603513303,0.29521464603513303,0.0,0.0,0.0,0.29521464603513303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434264092517988,0.0,0.0,0.177064899079204,0.0,0.0,0.0,0.0,0.27416967999954994,0.30342080508688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36339680463016333,0.0,0.0,0.0,0.16848522930492363,0.0,0.30342080508688,0.0,0.0,0.0,0.30342080508688,0.0,0.0,0.30342080508688,0.0,0.0
12, The floor in my room was filfy dirty Very basic rooms I had a 20yr old tv in my room Fridge did not work Overpriced breakfast  Comfy bed good location ,1,floor room filfy dirty basic room old tv room fridge work overprice breakfast comfy bed good location,0.139,0.721,0.139,0.0,101,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26132430287520875,0.0,0.0,0.2920655640388233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35761872291358365,0.0,0.0,0.0,0.0,0.2836937496145426,0.0,0.0,0.0,0.0,0.0,0.2514008440181848,0.0,0.0,0.0,0.0,0.0,0.0,0.43080388540134873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5159591984217518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35075027297893635,0.0
13, This hotel is being renovated with great care and with an appreciation for its unique structure and location My spacious and comfortable room had a large double paned glass window onto the lush greenery of the park The breakfast selection was spectacular All considered this was a great hotel for the price and I plan to return ,0,hotel renovate great care appreciation unique structure location spacious comfortable room large double pan glass window onto lush greenery park breakfast selection spectacular consider great hotel price plan return,0.0,0.571,0.429,0.9584,215,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575527927101725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303541608603935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5477317484228756,0.0,0.35915282388268194,0.0,0.0,0.22169333683573564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22745458167457167,0.0,0.0,0.0,0.0,0.0,0.15166312960738731,0.0,0.0,0.37989669943000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37989669943000076,0.0,0.0
14, The staff in the restaurant could of been more pleasant we only visited once but that wouldn t stop us from booking again it might of just been an off night for him  It was very good very historic building that s why I chose it ,0,staff restaurant could pleasant visit stop book might night good historic building choose,0.12,0.543,0.337,0.6124,89,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582660412449712,0.0,0.36952723074941296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44654771900438556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31016678515448853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4255976306400523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3290834953802641,0.0,0.0,0.0,0.0,0.2615421019207489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15, This hotel is awesome I took it sincirely because a bit cheaper but the structure seem in an hold church close to one awesome park Arrive in the city are like 10 minutes by tram and is super easy The hotel inside is awesome and really cool and the room is incredible nice with two floor and up one super big comfortable room I ll come back for sure there The staff very gentle one Spanish man really really good ,0,hotel awesome take sincirely bit cheap structure seem hold church close one awesome park arrive city like minute tram super easy hotel inside awesome really cool room incredible nice two floor one super big comfortable room come back sure staff gentle one spanish man really really good,0.0,0.442,0.558,0.9917,286,47,0.0,0.0,0.0,0.0,0.0,0.20946141921699302,0.0,0.0,0.0,0.0,0.0,0.20379643615557397,0.0,0.0,0.0,0.0,0.0,0.19858515690855388,0.0,0.0,0.19858515690855388,0.16736195977744855,0.0,0.0,0.0,0.0,0.0,0.0,0.173878016838827,0.0,0.0,0.0,0.0,0.1379349105960183,0.0,0.0,0.1980239899928871,0.1705385036174182,0.0,0.0,0.0,0.0,0.0,0.16736195977744855,0.0,0.0,0.0,0.5116155108522547,0.12541030115935992,0.0,0.0,0.5116155108522547,0.0,0.0,0.1672432238454209,0.0,0.0,0.0,0.11631092745009594,0.0,0.20946141921699302,0.0,0.19376026594036497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16, Very steep steps in room up to the bed not safe for children I asked to move rooms and was put in another identical one Room decoration was minamilist which I like but felt prison cell sparse Great onsite cafe Amazing building Park location Amazing Bobby Gin and Tonic ,0,steep step room bed safe child ask move room put another identical one room decoration minamilist like felt prison cell sparse great onsite cafe amaze building park location amaze bobby gin tonic,0.072,0.568,0.36,0.9217,195,32,0.0,0.6336491795501706,0.0,0.0,0.0,0.0,0.3168245897750853,0.0,0.0,0.0,0.19218481509182542,0.0,0.0,0.0,0.24856512564794941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283974653652435,0.0,0.0,0.25795104249471285,0.0,0.18488684056544086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25795104249471285,0.18969157836757694,0.0,0.0,0.0,0.0,0.0,0.37945006282466914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17, We did not like the fact that breakfast was not included although you could pay extra for this The room we stayed in was lacking in space a bit and the bathroom was very badly lit to use the mirror in there which meant getting ready for evening a bit tricky but only a small negative comment  We loved the location of this hotel The fact that it is set in a Park away from the busy centre of dam square was great The tram system was brilliant and easy to handle The hotel is lovely and the bed was comfy Staff were very friendly and helpful and familiarized themselves with us when they realized we travelled from Ireland ,0,like fact breakfast include although could pay extra room stay lack space bit bathroom badly light use mirror mean get ready even bit tricky small negative comment love location hotel fact set park away busy centre dam square great tram system brilliant easy handle hotel lovely bed comfy staff friendly helpful familiarize realize travelled ireland,0.146,0.495,0.359,0.9623,349,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20849625196362906,0.0,0.16696002300011753,0.0,0.0,0.18660060603988435,0.0,0.27524048021471925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609486470365299,0.0,0.0,0.0,0.22409424993979887,0.0,0.0,0.19841966209624642,0.21594026081290518,0.0,0.0,0.19841966209624642,0.2546085519868911,0.26021125180677296,0.22409424993979887,0.0,0.1606199279504787,0.0,0.21594026081290518,0.0,0.0,0.0,0.0,0.0,0.0,0.1647940305379848,0.2677964713654431,0.0,0.0,0.0,0.0,0.10988206185164856,0.0,0.0,0.0,0.15283709833178966,0.21992014735229273,0.0,0.0,0.2546085519868911,0.2677964713654431,0.0,0.0,0.0,0.0,0.0,0.0
18, Public areas are lovely and the room was nice but the window was broken and the drains in the bathroom smelt Its an old building and clearly has old building issues ,0,public area lovely room nice window broken drain bathroom smelt old building clearly old building issue,0.127,0.492,0.381,0.7351,103,16,0.0,0.0,0.0,0.25603407901916186,0.0,0.0,0.0,0.0,0.23821292096872443,0.0,0.0,0.0,0.0,0.0,0.49343582724895874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24671791362447937,0.0,0.25126504763165086,0.0,0.0,0.628940214927415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12554339307889995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144701074637075,0.0,0.0
19, We had issues with our electronic key everyday It deactivated It wasn t kept near our phones but somehow there was an issue The staircase for our bed was steep and no handrail The tea coffee facilities weren t updated daily And the floor was dusty and had hair on it and that was upon our arrival That situation didn t change Other than those minor issues the hotel was lovely  I liked the hotels history And for such an enormous hotel I can t imagine how many girls were orphaned I liked their breakfast It was a quirky mix of fruits pastries meats and fish breads and the regular bacon and eggs Juices tea and coffee ,0,issue electronic key everyday deactivate keep near phone somehow issue staircase bed steep handrail tea coffee facility update daily floor dusty hair upon arrival situation change minor issue hotel lovely liked hotel history enormous hotel imagine many girl orphan liked breakfast quirky mix fruit pastry meat fish bread regular bacon egg juice tea coffee,0.0,0.844,0.156,0.8555,355,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2154122134016664,0.0,0.0,0.24075253972093397,0.0,0.0,0.0,0.0,0.0,0.6910232713365818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29478865841834595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5035877513955169,0.0,0.0,0.0,0.0,0.2786066311467164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20, Bed was on upper level with a narrow twist staircase No USB port for mobile phone charging not even via thr tv s Some sockets didn t work and had loose covers dangerous Some corridors were poorly lit  Friendly staff OostPark a few yards away Good continental breakfast selection Quiet and relaxing area ,0,bed upper level narrow twist staircase usb port mobile phone charge even via thr tv socket work loose cover dangerous corridor poorly light friendly staff oostpark yard away good continental breakfast selection quiet relaxing area,0.121,0.671,0.208,0.5994,230,35,0.0,0.0,0.0,0.40318032267356374,0.0,0.0,0.0,0.0,0.0,0.0,0.30038698433742345,0.0,0.0,0.3357234403580371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40318032267356374,0.0,0.0,0.3569877558671639,0.0,0.0,0.3261002095269455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2749776517623996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40318032267356374,0.0
